C:\Users\Lenovo\Desktop\Data\IMG\center_2019_02_15_16_03_39_328.jpg, C:\Users\Lenovo\Desktop\Data\IMG\left_2019_02_15_16_03_39_328.jpg, C:\Users\Lenovo\Desktop\Data\IMG\right_2019_02_15_16_03_39_328.jpg, 0, 0, 0, 7.816235E-05
C:\Users\Lenovo\Desktop\Data\IMG\center_2019_02_15_16_03_39_429.jpg, C:\Users\Lenovo\Desktop\Data\IMG\left_2019_02_15_16_03_39_429.jpg, C:\Users\Lenovo\Desktop\Data\IMG\right_2019_02_15_16_03_39_429.jpg, 0, 0, 0, 7.818065E-05
C:\Users\Lenovo\Desktop\Data\IMG\center_2019_02_15_16_03_39_531.jpg, C:\Users\Lenovo\Desktop\Data\IMG\left_2019_02_15_16_03_39_531.jpg, C:\Users\Lenovo\Desktop\Data\IMG\right_2019_02_15_16_03_39_531.jpg, 0, 0, 0, 7.939379E-05
C:\Users\Lenovo\Desktop\Data\IMG\center_2019_02_15_16_03_39_633.jpg, C:\Users\Lenovo\Desktop\Data\IMG\left_2019_02_15_16_03_39_633.jpg, C:\Users\Lenovo\Desktop\Data\IMG\right_2019_02_15_16_03_39_633.jpg, 0, 0, 0, 7.855935E-05
C:\Users\Lenovo\Desktop\Data\IMG\center_2019_02_15_16_03_39_736.jpg, C:\Users\Lenovo\Desktop\Data\IMG\left_2019_02_15_16_03_39_736.jpg, C:\Users\Lenovo\Desktop\Data\IMG\right_2019_02_15_16_03_39_736.jpg, 0, 0, 0, 7.816788E-05
C:\Users\Lenovo\Desktop\Data\IMG\center_2019_02_15_16_03_39_837.jpg, C:\Users\Lenovo\Desktop\Data\IMG\left_2019_02_15_16_03_39_837.jpg, C:\Users\Lenovo\Desktop\Data\IMG\right_2019_02_15_16_03_39_837.jpg, 0, 0, 0, 7.875809E-05
C:\Users\Lenovo\Desktop\Data\IMG\center_2019_02_15_16_03_39_937.jpg, C:\Users\Lenovo\Desktop\Data\IMG\left_2019_02_15_16_03_39_937.jpg, C:\Users\Lenovo\Desktop\Data\IMG\right_2019_02_15_16_03_39_937.jpg, 0, 0, 0, 7.955628E-05
C:\Users\Lenovo\Desktop\Data\IMG\center_2019_02_15_16_03_40_040.jpg, C:\Users\Lenovo\Desktop\Data\IMG\left_2019_02_15_16_03_40_040.jpg, C:\Users\Lenovo\Desktop\Data\IMG\right_2019_02_15_16_03_40_040.jpg, 0, 0, 0, 7.941063E-05
C:\Users\Lenovo\Desktop\Data\IMG\center_2019_02_15_16_03_40_144.jpg, C:\Users\Lenovo\Desktop\Data\IMG\left_2019_02_15_16_03_40_144.jpg, C:\Users\Lenovo\Desktop\Data\IMG\right_2019_02_15_16_03_40_144.jpg, 0, 0, 0, 7.833818E-05
C:\Users\Lenovo\Desktop\Data\IMG\center_2019_02_15_16_03_40_245.jpg, C:\Users\Lenovo\Desktop\Data\IMG\left_2019_02_15_16_03_40_245.jpg, C:\Users\Lenovo\Desktop\Data\IMG\right_2019_02_15_16_03_40_245.jpg, 0, 0, 0, 8.170406E-05
C:\Users\Lenovo\Desktop\Data\IMG\center_2019_02_15_16_03_40_346.jpg, C:\Users\Lenovo\Desktop\Data\IMG\left_2019_02_15_16_03_40_346.jpg, C:\Users\Lenovo\Desktop\Data\IMG\right_2019_02_15_16_03_40_346.jpg, 0, 0, 0, 7.898246E-05
C:\Users\Lenovo\Desktop\Data\IMG\center_2019_02_15_16_03_40_451.jpg, C:\Users\Lenovo\Desktop\Data\IMG\left_2019_02_15_16_03_40_451.jpg, C:\Users\Lenovo\Desktop\Data\IMG\right_2019_02_15_16_03_40_451.jpg, 0, 0, 0, 7.78462E-05
C:\Users\Lenovo\Desktop\Data\IMG\center_2019_02_15_16_03_40_552.jpg, C:\Users\Lenovo\Desktop\Data\IMG\left_2019_02_15_16_03_40_552.jpg, C:\Users\Lenovo\Desktop\Data\IMG\right_2019_02_15_16_03_40_552.jpg, 0, 0, 0, 7.850255E-05
C:\Users\Lenovo\Desktop\Data\IMG\center_2019_02_15_16_03_40_655.jpg, C:\Users\Lenovo\Desktop\Data\IMG\left_2019_02_15_16_03_40_655.jpg, C:\Users\Lenovo\Desktop\Data\IMG\right_2019_02_15_16_03_40_655.jpg, -0.2942407, 0.2745091, 0, 0.2063231
C:\Users\Lenovo\Desktop\Data\IMG\center_2019_02_15_16_03_40_759.jpg, C:\Users\Lenovo\Desktop\Data\IMG\left_2019_02_15_16_03_40_759.jpg, C:\Users\Lenovo\Desktop\Data\IMG\right_2019_02_15_16_03_40_759.jpg, -0.3070099, 0.6231546, 0, 0.8915957
